Sex,Age,Region,Frequency,TIME_PERIOD,OVALUE
Females,45-49,New South Wales,Quarterly,2016-Q2,256022
Females,45-49,New South Wales,Quarterly,2016-Q3,257795
Females,45-49,New South Wales,Quarterly,2016-Q4,259523
Females,45-49,New South Wales,Quarterly,2017-Q1,261269
Females,45-49,New South Wales,Quarterly,2017-Q2,262990
Females,45-49,New South Wales,Quarterly,2017-Q3,264008
Females,45-49,New South Wales,Quarterly,2017-Q4,264808
Females,45-49,New South Wales,Quarterly,2018-Q1,265687
Females,45-49,New South Wales,Quarterly,2018-Q2,266407
Females,45-49,New South Wales,Quarterly,2018-Q3,266668
Females,45-49,New South Wales,Quarterly,2018-Q4,266735
Females,45-49,New South Wales,Quarterly,2019-Q1,266916
Females,45-49,New South Wales,Quarterly,2019-Q2,266926
Females,45-49,New South Wales,Quarterly,2019-Q3,266825
Females,45-49,New South Wales,Quarterly,2019-Q4,266786
Females,45-49,New South Wales,Quarterly,2020-Q1,266818
Females,45-49,New South Wales,Quarterly,2020-Q2,266456
Females,45-49,New South Wales,Quarterly,2020-Q3,264891
Females,45-49,New South Wales,Quarterly,2020-Q4,263503
Females,45-49,New South Wales,Quarterly,2021-Q1,262075
Females,45-49,New South Wales,Quarterly,2021-Q2,260715
Females,45-49,New South Wales,Quarterly,2021-Q3,259392
Females,45-49,New South Wales,Quarterly,2021-Q4,258229
Females,45-49,New South Wales,Quarterly,2022-Q1,257191
Females,45-49,New South Wales,Quarterly,2022-Q2,256094
Females,45-49,New South Wales,Quarterly,2022-Q3,255668
Females,45-49,New South Wales,Quarterly,2022-Q4,255384
Females,45-49,New South Wales,Quarterly,2023-Q1,255037
Females,45-49,New South Wales,Quarterly,2023-Q2,254726
Females,45-49,New South Wales,Quarterly,2023-Q3,255233
Females,45-49,New South Wales,Quarterly,2023-Q4,255662
Females,45-49,Northern Territory,Quarterly,2014-Q1,7894
Females,45-49,Northern Territory,Quarterly,2014-Q2,7943
Females,45-49,Northern Territory,Quarterly,2014-Q3,8010
Females,45-49,Northern Territory,Quarterly,2014-Q4,8046
Females,45-49,Northern Territory,Quarterly,2015-Q1,8094
Females,45-49,Northern Territory,Quarterly,2015-Q2,8144
Females,45-49,Northern Territory,Quarterly,2015-Q3,8193
Females,45-49,Northern Territory,Quarterly,2015-Q4,8231
Females,45-49,Northern Territory,Quarterly,2016-Q1,8284
Females,45-49,Northern Territory,Quarterly,2016-Q2,8318
Females,45-49,Northern Territory,Quarterly,2016-Q3,8344
Females,45-49,Northern Territory,Quarterly,2016-Q4,8338
Females,45-49,Northern Territory,Quarterly,2017-Q1,8363
Females,45-49,Northern Territory,Quarterly,2017-Q2,8371
Females,45-49,Northern Territory,Quarterly,2017-Q3,8358
Females,45-49,Northern Territory,Quarterly,2017-Q4,8320
Females,45-49,Northern Territory,Quarterly,2018-Q1,8282
Females,45-49,Northern Territory,Quarterly,2018-Q2,8258
Females,45-49,Northern Territory,Quarterly,2018-Q3,8268
Females,45-49,Northern Territory,Quarterly,2018-Q4,8267
Females,45-49,Northern Territory,Quarterly,2019-Q1,8255
Females,45-49,Northern Territory,Quarterly,2019-Q2,8220
Females,45-49,Northern Territory,Quarterly,2019-Q3,8161
Females,45-49,Northern Territory,Quarterly,2019-Q4,8095
Females,45-49,Northern Territory,Quarterly,2020-Q1,8043
Females,45-49,Northern Territory,Quarterly,2020-Q2,8003
Females,45-49,Northern Territory,Quarterly,2020-Q3,7980
Females,45-49,Northern Territory,Quarterly,2020-Q4,7947
Females,45-49,Northern Territory,Quarterly,2021-Q1,7901
Females,45-49,Northern Territory,Quarterly,2021-Q2,7845
Females,45-49,Northern Territory,Quarterly,2021-Q3,7857
Females,45-49,Northern Territory,Quarterly,2021-Q4,7819
Females,45-49,Northern Territory,Quarterly,2022-Q1,7796
Females,45-49,Northern Territory,Quarterly,2022-Q2,7761
Females,45-49,Northern Territory,Quarterly,2022-Q3,7781
Females,45-49,Northern Territory,Quarterly,2022-Q4,7785
Females,45-49,Northern Territory,Quarterly,2023-Q1,7814
Females,45-49,Northern Territory,Quarterly,2023-Q2,7817
Females,45-49,Northern Territory,Quarterly,2023-Q3,7836
Females,45-49,Northern Territory,Quarterly,2023-Q4,7863
Males,45-49,Northern Territory,Quarterly,2014-Q1,8457
Males,45-49,Northern Territory,Quarterly,2014-Q2,8481
Males,45-49,Northern Territory,Quarterly,2014-Q3,8538
Males,45-49,Northern Territory,Quarterly,2014-Q4,8547
Males,45-49,Northern Territory,Quarterly,2015-Q1,8566
Males,45-49,Northern Territory,Quarterly,2015-Q2,8622
Males,45-49,Northern Territory,Quarterly,2015-Q3,8700
Males,45-49,Northern Territory,Quarterly,2015-Q4,8769
Males,45-49,Northern Territory,Quarterly,2016-Q1,8862
Males,45-49,Northern Territory,Quarterly,2016-Q2,8931
Males,45-49,Northern Territory,Quarterly,2016-Q3,8952
Males,45-49,Northern Territory,Quarterly,2016-Q4,8920
Males,45-49,Northern Territory,Quarterly,2017-Q1,8934
Males,45-49,Northern Territory,Quarterly,2017-Q2,8932
Males,45-49,Northern Territory,Quarterly,2017-Q3,8928
Males,45-49,Northern Territory,Quarterly,2017-Q4,8919
Males,45-49,Northern Territory,Quarterly,2018-Q1,8899
Males,45-49,Northern Territory,Quarterly,2018-Q2,8895
Males,45-49,Northern Territory,Quarterly,2018-Q3,8865
Males,45-49,Northern Territory,Quarterly,2018-Q4,8793
Males,45-49,Northern Territory,Quarterly,2019-Q1,8742
Males,45-49,Northern Territory,Quarterly,2019-Q2,8679
Males,45-49,Northern Territory,Quarterly,2019-Q3,8615
Males,45-49,Northern Territory,Quarterly,2019-Q4,8523
Males,45-49,Northern Territory,Quarterly,2020-Q1,8455
Males,45-49,Northern Territory,Quarterly,2020-Q2,8397
Males,45-49,Northern Territory,Quarterly,2020-Q3,8350
Males,45-49,Northern Territory,Quarterly,2020-Q4,8284
Males,45-49,Northern Territory,Quarterly,2021-Q1,8220
Males,45-49,Northern Territory,Quarterly,2021-Q2,8157
Males,45-49,Northern Territory,Quarterly,2021-Q3,8153
Males,45-49,Northern Territory,Quarterly,2021-Q4,8160
Males,45-49,Northern Territory,Quarterly,2022-Q1,8145
Males,45-49,Northern Territory,Quarterly,2022-Q2,8116
Males,45-49,Northern Territory,Quarterly,2022-Q3,8114
Males,45-49,Northern Territory,Quarterly,2022-Q4,8063
Males,45-49,Northern Territory,Quarterly,2023-Q1,8013
Males,45-49,Northern Territory,Quarterly,2023-Q2,7963
Males,45-49,Northern Territory,Quarterly,2023-Q3,7973
Males,45-49,Northern Territory,Quarterly,2023-Q4,7991
Persons,45-49,Northern Territory,Quarterly,2014-Q1,16351
Persons,45-49,Northern Territory,Quarterly,2014-Q2,16424
Persons,45-49,Northern Territory,Quarterly,2014-Q3,16548
Persons,45-49,Northern Territory,Quarterly,2014-Q4,16593
Persons,45-49,Northern Territory,Quarterly,2015-Q1,16660
Persons,45-49,Northern Territory,Quarterly,2015-Q2,16766
Persons,45-49,Northern Territory,Quarterly,2015-Q3,16893
Persons,45-49,Northern Territory,Quarterly,2015-Q4,17000
Persons,45-49,Northern Territory,Quarterly,2016-Q1,17146
Persons,45-49,Northern Territory,Quarterly,2016-Q2,17249
Persons,45-49,Northern Territory,Quarterly,2016-Q3,17296
Persons,45-49,Northern Territory,Quarterly,2016-Q4,17258
Persons,45-49,Northern Territory,Quarterly,2017-Q1,17297
Persons,45-49,Northern Territory,Quarterly,2017-Q2,17303
Persons,45-49,Northern Territory,Quarterly,2017-Q3,17286
Persons,45-49,Northern Territory,Quarterly,2017-Q4,17239
Persons,45-49,Northern Territory,Quarterly,2018-Q1,17181
Persons,45-49,Northern Territory,Quarterly,2018-Q2,17153
Persons,45-49,Northern Territory,Quarterly,2018-Q3,17133
Persons,45-49,Northern Territory,Quarterly,2018-Q4,17060
Persons,45-49,Northern Territory,Quarterly,2019-Q1,16997
Persons,45-49,Northern Territory,Quarterly,2019-Q2,16899
Persons,45-49,Northern Territory,Quarterly,2019-Q3,16776
Persons,45-49,Northern Territory,Quarterly,2019-Q4,16618
Persons,45-49,Northern Territory,Quarterly,2020-Q1,16498
Persons,45-49,Northern Territory,Quarterly,2020-Q2,16400
Persons,45-49,Northern Territory,Quarterly,2020-Q3,16330
Persons,45-49,Northern Territory,Quarterly,2020-Q4,16231
Persons,45-49,Northern Territory,Quarterly,2021-Q1,16121
Persons,45-49,Northern Territory,Quarterly,2021-Q2,16002
Persons,45-49,Northern Territory,Quarterly,2021-Q3,16010
Persons,45-49,Northern Territory,Quarterly,2021-Q4,15979
Persons,45-49,Northern Territory,Quarterly,2022-Q1,15941
Persons,45-49,Northern Territory,Quarterly,2022-Q2,15877
Persons,45-49,Northern Territory,Quarterly,2022-Q3,15895
Persons,45-49,Northern Territory,Quarterly,2022-Q4,15848
Persons,45-49,Northern Territory,Quarterly,2023-Q1,15827
Persons,45-49,Northern Territory,Quarterly,2023-Q2,15780
Persons,45-49,Northern Territory,Quarterly,2023-Q3,15809
Persons,45-49,Northern Territory,Quarterly,2023-Q4,15854
Persons,45-49,Queensland,Quarterly,2014-Q1,310693
Persons,45-49,Queensland,Quarterly,2014-Q2,311107
Persons,45-49,Queensland,Quarterly,2014-Q3,312464
Persons,45-49,Queensland,Quarterly,2014-Q4,313865
Persons,45-49,Queensland,Quarterly,2015-Q1,315258
Persons,45-49,Queensland,Quarterly,2015-Q2,316473
Persons,45-49,Queensland,Quarterly,2015-Q3,318851
Persons,45-49,Queensland,Quarterly,2015-Q4,321533
Persons,45-49,Queensland,Quarterly,2016-Q1,324252
Persons,45-49,Queensland,Quarterly,2016-Q2,327004
Persons,45-49,Queensland,Quarterly,2016-Q3,329461
Persons,45-49,Queensland,Quarterly,2016-Q4,332027
Persons,45-49,Queensland,Quarterly,2017-Q1,334543
Persons,45-49,Queensland,Quarterly,2017-Q2,336960
Persons,45-49,Queensland,Quarterly,2017-Q3,338772
Persons,45-49,Queensland,Quarterly,2017-Q4,340631
Persons,45-49,Queensland,Quarterly,2018-Q1,342656
Persons,45-49,Queensland,Quarterly,2018-Q2,344620
Persons,45-49,Queensland,Quarterly,2018-Q3,345481
Persons,45-49,Queensland,Quarterly,2018-Q4,346615
Persons,45-49,Queensland,Quarterly,2019-Q1,347565
Persons,45-49,Queensland,Quarterly,2019-Q2,348343
Persons,45-49,Queensland,Quarterly,2019-Q3,348541
Persons,45-49,Queensland,Quarterly,2019-Q4,348952
Persons,45-49,Queensland,Quarterly,2020-Q1,349344
Persons,45-49,Queensland,Quarterly,2020-Q2,349170
Persons,45-49,Queensland,Quarterly,2020-Q3,347566
Persons,45-49,Queensland,Quarterly,2020-Q4,346273
Persons,45-49,Queensland,Quarterly,2021-Q1,344999
Persons,45-49,Queensland,Quarterly,2021-Q2,343838
Persons,45-49,Queensland,Quarterly,2021-Q3,342496
Persons,45-49,Queensland,Quarterly,2021-Q4,341297
Persons,45-49,Queensland,Quarterly,2022-Q1,340347
Persons,45-49,Queensland,Quarterly,2022-Q2,339197
Persons,45-49,Queensland,Quarterly,2022-Q3,338399
Persons,45-49,Queensland,Quarterly,2022-Q4,337870
Persons,45-49,Queensland,Quarterly,2023-Q1,337180
Persons,45-49,Queensland,Quarterly,2023-Q2,336743
Persons,45-49,Queensland,Quarterly,2023-Q3,337123
Persons,45-49,Queensland,Quarterly,2023-Q4,337561
Males,45-49,Queensland,Quarterly,2014-Q1,152832
Males,45-49,Queensland,Quarterly,2014-Q2,152876
Males,45-49,Queensland,Quarterly,2014-Q3,153393
Males,45-49,Queensland,Quarterly,2014-Q4,153963
Males,45-49,Queensland,Quarterly,2015-Q1,154521
Males,45-49,Queensland,Quarterly,2015-Q2,154981
Males,45-49,Queensland,Quarterly,2015-Q3,155953
Males,45-49,Queensland,Quarterly,2015-Q4,157160
Males,45-49,Queensland,Quarterly,2016-Q1,158322
Males,45-49,Queensland,Quarterly,2016-Q2,159511
Males,45-49,Queensland,Quarterly,2016-Q3,160819
Males,45-49,Queensland,Quarterly,2016-Q4,162162
Males,45-49,Queensland,Quarterly,2017-Q1,163481
Males,45-49,Queensland,Quarterly,2017-Q2,164746
Males,45-49,Queensland,Quarterly,2017-Q3,165726
Males,45-49,Queensland,Quarterly,2017-Q4,166716
Males,45-49,Queensland,Quarterly,2018-Q1,167818
Males,45-49,Queensland,Quarterly,2018-Q2,168839
Males,45-49,Queensland,Quarterly,2018-Q3,169433
Males,45-49,Queensland,Quarterly,2018-Q4,170133
Males,45-49,Queensland,Quarterly,2019-Q1,170756
Males,45-49,Queensland,Quarterly,2019-Q2,171263
Males,45-49,Queensland,Quarterly,2019-Q3,171422
Males,45-49,Queensland,Quarterly,2019-Q4,171727
Males,45-49,Queensland,Quarterly,2020-Q1,171969
Males,45-49,Queensland,Quarterly,2020-Q2,171954
Males,45-49,Queensland,Quarterly,2020-Q3,171205
Males,45-49,Queensland,Quarterly,2020-Q4,170640
Males,45-49,Queensland,Quarterly,2021-Q1,170042
Males,45-49,Queensland,Quarterly,2021-Q2,169461
Males,45-49,Queensland,Quarterly,2021-Q3,168786
Males,45-49,Queensland,Quarterly,2021-Q4,168095
Males,45-49,Queensland,Quarterly,2022-Q1,167515
Males,45-49,Queensland,Quarterly,2022-Q2,166786
Males,45-49,Queensland,Quarterly,2022-Q3,166231
Males,45-49,Queensland,Quarterly,2022-Q4,165823
Males,45-49,Queensland,Quarterly,2023-Q1,165325
Males,45-49,Queensland,Quarterly,2023-Q2,164987
Males,45-49,Queensland,Quarterly,2023-Q3,164953
Males,45-49,Queensland,Quarterly,2023-Q4,165005
Females,45-49,Queensland,Quarterly,2014-Q1,157861
Females,45-49,Queensland,Quarterly,2014-Q2,158231
Females,45-49,Queensland,Quarterly,2014-Q3,159071
Females,45-49,Queensland,Quarterly,2014-Q4,159902
Females,45-49,Queensland,Quarterly,2015-Q1,160737
Females,45-49,Queensland,Quarterly,2015-Q2,161492
Females,45-49,Queensland,Quarterly,2015-Q3,162898
Females,45-49,Queensland,Quarterly,2015-Q4,164373
Females,45-49,Queensland,Quarterly,2016-Q1,165930
Females,45-49,Queensland,Quarterly,2016-Q2,167493
Females,45-49,Queensland,Quarterly,2016-Q3,168642
Females,45-49,Queensland,Quarterly,2016-Q4,169865
Females,45-49,Queensland,Quarterly,2017-Q1,171062
Females,45-49,Queensland,Quarterly,2017-Q2,172214
Females,45-49,Queensland,Quarterly,2017-Q3,173046
Females,45-49,Queensland,Quarterly,2017-Q4,173915
Females,45-49,Queensland,Quarterly,2018-Q1,174838
Females,45-49,Queensland,Quarterly,2018-Q2,175781
Females,45-49,Queensland,Quarterly,2018-Q3,176048
Females,45-49,Queensland,Quarterly,2018-Q4,176482
Females,45-49,Queensland,Quarterly,2019-Q1,176809
Females,45-49,Queensland,Quarterly,2019-Q2,177080
Females,45-49,Queensland,Quarterly,2019-Q3,177119
Females,45-49,Queensland,Quarterly,2019-Q4,177225
Females,45-49,Queensland,Quarterly,2020-Q1,177375
Females,45-49,Queensland,Quarterly,2020-Q2,177216
Females,45-49,Queensland,Quarterly,2020-Q3,176361
Females,45-49,Queensland,Quarterly,2020-Q4,175633
Females,45-49,Queensland,Quarterly,2021-Q1,174957
Females,45-49,Queensland,Quarterly,2021-Q2,174377
Females,45-49,Queensland,Quarterly,2021-Q3,173710
Females,45-49,Queensland,Quarterly,2021-Q4,173202
Females,45-49,Queensland,Quarterly,2022-Q1,172832
Females,45-49,Queensland,Quarterly,2022-Q2,172411
Females,45-49,Queensland,Quarterly,2022-Q3,172168
Females,45-49,Queensland,Quarterly,2022-Q4,172047
Females,45-49,Queensland,Quarterly,2023-Q1,171855
Females,45-49,Queensland,Quarterly,2023-Q2,171756
Females,45-49,Queensland,Quarterly,2023-Q3,172170
Females,45-49,Queensland,Quarterly,2023-Q4,172556
Males,45-49,South Australia,Quarterly,2014-Q1,55893
Males,45-49,South Australia,Quarterly,2014-Q2,55824
Males,45-49,South Australia,Quarterly,2014-Q3,55855
Males,45-49,South Australia,Quarterly,2014-Q4,55902
Males,45-49,South Australia,Quarterly,2015-Q1,55968
Males,45-49,South Australia,Quarterly,2015-Q2,55983
Males,45-49,South Australia,Quarterly,2015-Q3,56099
Males,45-49,South Australia,Quarterly,2015-Q4,56205
Males,45-49,South Australia,Quarterly,2016-Q1,56300
Males,45-49,South Australia,Quarterly,2016-Q2,56420
Males,45-49,South Australia,Quarterly,2016-Q3,56692
Males,45-49,South Australia,Quarterly,2016-Q4,56917
Males,45-49,South Australia,Quarterly,2017-Q1,57128
Males,45-49,South Australia,Quarterly,2017-Q2,57397
Males,45-49,South Australia,Quarterly,2017-Q3,57389
Males,45-49,South Australia,Quarterly,2017-Q4,57369
Males,45-49,South Australia,Quarterly,2018-Q1,57387
Males,45-49,South Australia,Quarterly,2018-Q2,57394
Males,45-49,South Australia,Quarterly,2018-Q3,57312
Males,45-49,South Australia,Quarterly,2018-Q4,57218
Males,45-49,South Australia,Quarterly,2019-Q1,57138
Males,45-49,South Australia,Quarterly,2019-Q2,57056
Males,45-49,South Australia,Quarterly,2019-Q3,56917
Males,45-49,South Australia,Quarterly,2019-Q4,56747
Males,45-49,South Australia,Quarterly,2020-Q1,56684
Males,45-49,South Australia,Quarterly,2020-Q2,56519
Males,45-49,South Australia,Quarterly,2020-Q3,56173
Males,45-49,South Australia,Quarterly,2020-Q4,55844
Males,45-49,South Australia,Quarterly,2021-Q1,55533
Males,45-49,South Australia,Quarterly,2021-Q2,55242
Males,45-49,South Australia,Quarterly,2021-Q3,54876
Males,45-49,South Australia,Quarterly,2021-Q4,54537
Males,45-49,South Australia,Quarterly,2022-Q1,54286
Males,45-49,South Australia,Quarterly,2022-Q2,54031
Males,45-49,South Australia,Quarterly,2022-Q3,53832
Males,45-49,South Australia,Quarterly,2022-Q4,53670
Males,45-49,South Australia,Quarterly,2023-Q1,53516
Males,45-49,South Australia,Quarterly,2023-Q2,53377
Males,45-49,South Australia,Quarterly,2023-Q3,53384
Males,45-49,South Australia,Quarterly,2023-Q4,53372
Females,45-49,South Australia,Quarterly,2014-Q1,56724
Females,45-49,South Australia,Quarterly,2014-Q2,56698
Females,45-49,South Australia,Quarterly,2014-Q3,56799
Females,45-49,South Australia,Quarterly,2014-Q4,56899
Females,45-49,South Australia,Quarterly,2015-Q1,56986
Females,45-49,South Australia,Quarterly,2015-Q2,57079
Females,45-49,South Australia,Quarterly,2015-Q3,57274
Females,45-49,South Australia,Quarterly,2015-Q4,57450
Females,45-49,South Australia,Quarterly,2016-Q1,57660
Females,45-49,South Australia,Quarterly,2016-Q2,57863
Females,45-49,South Australia,Quarterly,2016-Q3,58060
Females,45-49,South Australia,Quarterly,2016-Q4,58218
Females,45-49,South Australia,Quarterly,2017-Q1,58390
Females,45-49,South Australia,Quarterly,2017-Q2,58612
Females,45-49,South Australia,Quarterly,2017-Q3,58619
Females,45-49,South Australia,Quarterly,2017-Q4,58582
Females,45-49,South Australia,Quarterly,2018-Q1,58618
Females,45-49,South Australia,Quarterly,2018-Q2,58628
Females,45-49,South Australia,Quarterly,2018-Q3,58468
Females,45-49,South Australia,Quarterly,2018-Q4,58281
Females,45-49,South Australia,Quarterly,2019-Q1,58146
Females,45-49,South Australia,Quarterly,2019-Q2,57957
Females,45-49,South Australia,Quarterly,2019-Q3,57739
Females,45-49,South Australia,Quarterly,2019-Q4,57594
Females,45-49,South Australia,Quarterly,2020-Q1,57404
Females,45-49,South Australia,Quarterly,2020-Q2,57177
Females,45-49,South Australia,Quarterly,2020-Q3,56796
Females,45-49,South Australia,Quarterly,2020-Q4,56424
Females,45-49,South Australia,Quarterly,2021-Q1,56096
Females,45-49,South Australia,Quarterly,2021-Q2,55755
Females,45-49,South Australia,Quarterly,2021-Q3,55458
Females,45-49,South Australia,Quarterly,2021-Q4,55155
Females,45-49,South Australia,Quarterly,2022-Q1,54903
Females,45-49,South Australia,Quarterly,2022-Q2,54636
Females,45-49,South Australia,Quarterly,2022-Q3,54539
Females,45-49,South Australia,Quarterly,2022-Q4,54435
Females,45-49,South Australia,Quarterly,2023-Q1,54359
Females,45-49,South Australia,Quarterly,2023-Q2,54231
Females,45-49,South Australia,Quarterly,2023-Q3,54273
Females,45-49,South Australia,Quarterly,2023-Q4,54337
Persons,45-49,South Australia,Quarterly,2014-Q1,112617
Persons,45-49,South Australia,Quarterly,2014-Q2,112522
Persons,45-49,South Australia,Quarterly,2014-Q3,112654
Persons,45-49,South Australia,Quarterly,2014-Q4,112801
Persons,45-49,South Australia,Quarterly,2015-Q1,112954
Persons,45-49,South Australia,Quarterly,2015-Q2,113062
Persons,45-49,South Australia,Quarterly,2015-Q3,113373
Persons,45-49,South Australia,Quarterly,2015-Q4,113655
Persons,45-49,South Australia,Quarterly,2016-Q1,113960
Persons,45-49,South Australia,Quarterly,2016-Q2,114283
Persons,45-49,South Australia,Quarterly,2016-Q3,114752
Persons,45-49,South Australia,Quarterly,2016-Q4,115135
Persons,45-49,South Australia,Quarterly,2017-Q1,115518
Persons,45-49,South Australia,Quarterly,2017-Q2,116009
Persons,45-49,South Australia,Quarterly,2017-Q3,116008
Persons,45-49,South Australia,Quarterly,2017-Q4,115951
Persons,45-49,South Australia,Quarterly,2018-Q1,116005
Persons,45-49,South Australia,Quarterly,2018-Q2,116022
Persons,45-49,South Australia,Quarterly,2018-Q3,115780
Persons,45-49,South Australia,Quarterly,2018-Q4,115499
Persons,45-49,South Australia,Quarterly,2019-Q1,115284
Persons,45-49,South Australia,Quarterly,2019-Q2,115013
Persons,45-49,South Australia,Quarterly,2019-Q3,114656
Persons,45-49,South Australia,Quarterly,2019-Q4,114341
Persons,45-49,South Australia,Quarterly,2020-Q1,114088
Persons,45-49,South Australia,Quarterly,2020-Q2,113696
Persons,45-49,South Australia,Quarterly,2020-Q3,112969
Persons,45-49,South Australia,Quarterly,2020-Q4,112268
Persons,45-49,South Australia,Quarterly,2021-Q1,111629
Persons,45-49,South Australia,Quarterly,2021-Q2,110997
Persons,45-49,South Australia,Quarterly,2021-Q3,110334
Persons,45-49,South Australia,Quarterly,2021-Q4,109692
Persons,45-49,South Australia,Quarterly,2022-Q1,109189
Persons,45-49,South Australia,Quarterly,2022-Q2,108667
Persons,45-49,South Australia,Quarterly,2022-Q3,108371
Persons,45-49,South Australia,Quarterly,2022-Q4,108105
Persons,45-49,South Australia,Quarterly,2023-Q1,107875
Persons,45-49,South Australia,Quarterly,2023-Q2,107608
Persons,45-49,South Australia,Quarterly,2023-Q3,107657
Persons,45-49,South Australia,Quarterly,2023-Q4,107709
Females,45-49,Tasmania,Quarterly,2014-Q1,17354
Females,45-49,Tasmania,Quarterly,2014-Q2,17321
Females,45-49,Tasmania,Quarterly,2014-Q3,17314
Females,45-49,Tasmania,Quarterly,2014-Q4,17307
Females,45-49,Tasmania,Quarterly,2015-Q1,17326
Females,45-49,Tasmania,Quarterly,2015-Q2,17351
Females,45-49,Tasmania,Quarterly,2015-Q3,17453
Females,45-49,Tasmania,Quarterly,2015-Q4,17551
Females,45-49,Tasmania,Quarterly,2016-Q1,17637
Females,45-49,Tasmania,Quarterly,2016-Q2,17732
Females,45-49,Tasmania,Quarterly,2016-Q3,17822
Females,45-49,Tasmania,Quarterly,2016-Q4,17937
Females,45-49,Tasmania,Quarterly,2017-Q1,17999
Females,45-49,Tasmania,Quarterly,2017-Q2,18075
Females,45-49,Tasmania,Quarterly,2017-Q3,18126
Females,45-49,Tasmania,Quarterly,2017-Q4,18164
Females,45-49,Tasmania,Quarterly,2018-Q1,18203
Females,45-49,Tasmania,Quarterly,2018-Q2,18254
Females,45-49,Tasmania,Quarterly,2018-Q3,18185
Females,45-49,Tasmania,Quarterly,2018-Q4,18152
Females,45-49,Tasmania,Quarterly,2019-Q1,18102
Females,45-49,Tasmania,Quarterly,2019-Q2,18029
Females,45-49,Tasmania,Quarterly,2019-Q3,17976
Females,45-49,Tasmania,Quarterly,2019-Q4,17967
Females,45-49,Tasmania,Quarterly,2020-Q1,17906
Females,45-49,Tasmania,Quarterly,2020-Q2,17826
Females,45-49,Tasmania,Quarterly,2020-Q3,17664
Females,45-49,Tasmania,Quarterly,2020-Q4,17516
Females,45-49,Tasmania,Quarterly,2021-Q1,17374
Females,45-49,Tasmania,Quarterly,2021-Q2,17225
Females,45-49,Tasmania,Quarterly,2021-Q3,17090
Females,45-49,Tasmania,Quarterly,2021-Q4,16993
Females,45-49,Tasmania,Quarterly,2022-Q1,16874
Females,45-49,Tasmania,Quarterly,2022-Q2,16724
Females,45-49,Tasmania,Quarterly,2022-Q3,16638
Females,45-49,Tasmania,Quarterly,2022-Q4,16569
Females,45-49,Tasmania,Quarterly,2023-Q1,16475
Females,45-49,Tasmania,Quarterly,2023-Q2,16408
Females,45-49,Tasmania,Quarterly,2023-Q3,16413
Females,45-49,Tasmania,Quarterly,2023-Q4,16439
Persons,45-49,Tasmania,Quarterly,2014-Q1,33779
Persons,45-49,Tasmania,Quarterly,2014-Q2,33666
Persons,45-49,Tasmania,Quarterly,2014-Q3,33678
Persons,45-49,Tasmania,Quarterly,2014-Q4,33668
Persons,45-49,Tasmania,Quarterly,2015-Q1,33731
Persons,45-49,Tasmania,Quarterly,2015-Q2,33783
Persons,45-49,Tasmania,Quarterly,2015-Q3,33951
Persons,45-49,Tasmania,Quarterly,2015-Q4,34149
Persons,45-49,Tasmania,Quarterly,2016-Q1,34313
Persons,45-49,Tasmania,Quarterly,2016-Q2,34486
Persons,45-49,Tasmania,Quarterly,2016-Q3,34668
Persons,45-49,Tasmania,Quarterly,2016-Q4,34890
Persons,45-49,Tasmania,Quarterly,2017-Q1,35061
Persons,45-49,Tasmania,Quarterly,2017-Q2,35244
Persons,45-49,Tasmania,Quarterly,2017-Q3,35338
Persons,45-49,Tasmania,Quarterly,2017-Q4,35391
Persons,45-49,Tasmania,Quarterly,2018-Q1,35458
Persons,45-49,Tasmania,Quarterly,2018-Q2,35513
Persons,45-49,Tasmania,Quarterly,2018-Q3,35406
Persons,45-49,Tasmania,Quarterly,2018-Q4,35342
Persons,45-49,Tasmania,Quarterly,2019-Q1,35265
Persons,45-49,Tasmania,Quarterly,2019-Q2,35180
Persons,45-49,Tasmania,Quarterly,2019-Q3,35065
Persons,45-49,Tasmania,Quarterly,2019-Q4,35024
Persons,45-49,Tasmania,Quarterly,2020-Q1,34926
Persons,45-49,Tasmania,Quarterly,2020-Q2,34796
Persons,45-49,Tasmania,Quarterly,2020-Q3,34532
Persons,45-49,Tasmania,Quarterly,2020-Q4,34304
Persons,45-49,Tasmania,Quarterly,2021-Q1,34087
Persons,45-49,Tasmania,Quarterly,2021-Q2,33861
Persons,45-49,Tasmania,Quarterly,2021-Q3,33601
Persons,45-49,Tasmania,Quarterly,2021-Q4,33382
Persons,45-49,Tasmania,Quarterly,2022-Q1,33113
Persons,45-49,Tasmania,Quarterly,2022-Q2,32815
Persons,45-49,Tasmania,Quarterly,2022-Q3,32662
Persons,45-49,Tasmania,Quarterly,2022-Q4,32529
Persons,45-49,Tasmania,Quarterly,2023-Q1,32364
Persons,45-49,Tasmania,Quarterly,2023-Q2,32210
Persons,45-49,Tasmania,Quarterly,2023-Q3,32188
Persons,45-49,Tasmania,Quarterly,2023-Q4,32179
Males,45-49,Tasmania,Quarterly,2014-Q1,16425
Males,45-49,Tasmania,Quarterly,2014-Q2,16345
Males,45-49,Tasmania,Quarterly,2014-Q3,16364
Males,45-49,Tasmania,Quarterly,2014-Q4,16361
Males,45-49,Tasmania,Quarterly,2015-Q1,16405
Males,45-49,Tasmania,Quarterly,2015-Q2,16432
Males,45-49,Tasmania,Quarterly,2015-Q3,16498
Males,45-49,Tasmania,Quarterly,2015-Q4,16598
Males,45-49,Tasmania,Quarterly,2016-Q1,16676
